작품명,캐릭터 한글명,캐릭터 영문 프롬프트
프린세스 커넥트!,스즈나,suzuna_(princess_connect!)
프린세스 커넥트!,시오리,shiori_(princess_connect!)
프린세스 커넥트!,아오이,aoi_(princess_connect!)
프린세스 커넥트!,아키노,akino_(princess_connect!)
프린세스 커넥트!,유우키,yuuki_(princess_connect!)
프린세스 커넥트!,이리야,ilya_(princess_connect!)
프린세스 커넥트!,주코,suzume_(princess_connect!)
프린세스 커넥트!,쥰,jun_(princess_connect!)
프린세스 커넥트!,진가,jiga_(princess_connect!)
프린세스 커넥트!,카루이,karyl_(princess_connect!)
프린세스 커넥트!,카오리,kaori_(princess_connect!)
프린세스 커넥트!,코우메,kuuka_(princess_connect!)
프린세스 커넥트!,코코로,kokkoro_(princess_connect!)
프린세스 커넥트!,크리스티나,christina_(princess_connect!)
프린세스 커넥트!,키리에,miyako_(princess_connect!)
프린세스 커넥트!,키리코,rino_(princess_connect!)
프린세스 커넥트!,페코린느,pecorine_(princess_connect!)
프린세스 커넥트!,하츠네,hatsune_(princess_connect!)
프린세스 커넥트!,히노,rei_(princess_connect!)
프린세스 커넥트!,히요리,hiyori_(princess_connect!)
프린세스 커넥트!,히카리,hikari_(princess_connect!)
하이스쿨 dxd,개스퍼 블라디,Gaspar_Vladi
하이스쿨 dxd,레이벨 피닉스,Ravel_Phoenix
하이스쿨 dxd,리아스 그레모리,Rias_Gremory
하이스쿨 dxd,시도우 이리나,Irina_Shidou
하이스쿨 dxd,아시아 아르젠토,Asia_Argento
하이스쿨 dxd,오피스,Ouroboros_Dragon_Ophis
하이스쿨 dxd,제노비아 쿠아르타,Xenovia_Kwaruta
하이스쿨 dxd,쿠로카,Kuroka
하이스쿨 dxd,토죠 코네코,Koneko_Toujou
하이스쿨 오브 더 데드,마리카와 시즈카,Shizuka_Marikawa
하이스쿨 오브 더 데드,미나미 리카,Rika_Minami
하이스쿨 오브 더 데드,미야모토 레이,Rei_Miyamoto
하이스쿨 오브 더 데드,부스지마 사에코,Saeko_Busujima
하이스쿨 오브 더 데드,타카기 사야,Saya_Takagi
학전도시 아스터리스크,사사미야 사야,Sasamiya_Saya
학전도시 아스터리스크,실비아 류네하임,Sylvia_Lyyneheym
학전도시 아스터리스크,율리스 리스펠드,Julis_Riessfeld
학전도시 아스터리스크,클로디아 엔필드,Claudia_Enfield
학전도시 아스터리스크,토도 카린,Toudou_Kirin
함대 컬렉션,나가라,nagara_(kancolle)
함대 컬렉션,나가토,nagato_(kancolle)
함대 컬렉션,나치,nachi_(kancolle)
함대 컬렉션,나카,naka_(kancolle)
함대 컬렉션,류조,ryuujou_(kancolle)
함대 컬렉션,마야,maya_(kancolle)
함대 컬렉션,묘코,myoukou_(kancolle)
함대 컬렉션,무라사메,murasame_(kancolle)
함대 컬렉션,무라쿠모,murakumo_(kancolle)
함대 컬렉션,무사시,musashi_(kancolle)
함대 컬렉션,무츠,mutsu_(kancolle)
함대 컬렉션,미유키,miyuki_(kancolle)
함대 컬렉션,미쿠마,mikuma_(kancolle)
함대 컬렉션,사미다레,samidare_(kancolle)
함대 컬렉션,사사라네,harusame_(kancolle)
함대 컬렉션,센다이,sendai_(kancolle)
함대 컬렉션,소류,souryuu_(kancolle)
함대 컬렉션,쇼카쿠,shoukaku_(kancolle)
함대 컬렉션,스즈야,suzuya_(kancolle)
함대 컬렉션,스즈츠키,suzutsuki_(kancolle)
함대 컬렉션,시라유키,shirayuki_(kancolle)
함대 컬렉션,시마카제,shimakaze_(kancolle)
함대 컬렉션,시키나미,shikinami_(kancolle)
함대 컬렉션,아마기,amagi_(kancolle)
함대 컬렉션,아부쿠마,abukuma_(kancolle)
함대 컬렉션,아시가라,ashigara_(kancolle)
함대 컬렉션,아야나미,ayanami_(kancolle)
함대 컬렉션,아오바,aoba_(kancolle)
함대 컬렉션,아이오이 코하루,kashima_(kancolle)
함대 컬렉션,아카기,akagi_(kancolle)
함대 컬렉션,아카츠키,akatsuki_(kancolle)
함대 컬렉션,아키츠키,akizuki_(kancolle)
함대 컬렉션,아타고,atago_(kancolle)
함대 컬렉션,야마시로,yamashiro_(kancolle)
함대 컬렉션,야마시오,yamashio_maru_(kancolle)
함대 컬렉션,야마토,yamato_(kancolle)
함대 컬렉션,오이,ooi_(kancolle)
함대 컬렉션,운류,unryuu_(kancolle)
함대 컬렉션,유라,yura_(kancolle)
함대 컬렉션,유우다치,yuudachi_(kancolle)
함대 컬렉션,이나즈마,inazuma_(kancolle)
함대 컬렉션,이세,ise_(kancolle)
함대 컬렉션,이소나미,isonami_(kancolle)
함대 컬렉션,이스즈,isuzu_(kancolle)
함대 컬렉션,이카즈치,ikazuchi_(kancolle)
함대 컬렉션,준요,junyou_(kancolle)
함대 컬렉션,즈이카쿠,zuikaku_(kancolle)
함대 컬렉션,진츠,jintsuu_(kancolle)
함대 컬렉션,초카이,choukai_(kancolle)
함대 컬렉션,치쿠마,chikuma_(kancolle)
함대 컬렉션,카가,kaga_(kancolle)
함대 컬렉션,카츠라기,katsuragi_(kancolle)
함대 컬렉션,카코,kako_(kancolle)
함대 컬렉션,카토리,katori_(kancolle)
함대 컬렉션,코미,kongou_(kancolle)
함대 컬렉션,쿠마,kuma_(kancolle)
함대 컬렉션,쿠마노,kumano_(kancolle)
함대 컬렉션,키누,kinu_(kancolle)
함대 컬렉션,키누가사,kinugasa_(kancolle)
함대 컬렉션,키리시마,kirishima_(kancolle)
함대 컬렉션,키소,kiso_(kancolle)
함대 컬렉션,키타카미,kitakami_(kancolle)
함대 컬렉션,타마,tama_(kancolle)
함대 컬렉션,타이호,taihou_(kancolle)
함대 컬렉션,타츠타,tatsuta_(kancolle)
함대 컬렉션,타카오,takao_(kancolle)
함대 컬렉션,테루즈키,teruzuki_(kancolle)
함대 컬렉션,텐류,tenryuu_(kancolle)
함대 컬렉션,토네,tone_(kancolle)
함대 컬렉션,하구로,haguro_(kancolle)
함대 컬렉션,하루나,haruna_(kancolle)
함대 컬렉션,하츠유키,hatsuyuki_(kancolle)
함대 컬렉션,하츠즈키,hatsuzuki_(kancolle)
함대 컬렉션,호쇼,houshou_(kancolle)
함대 컬렉션,후루타카,furutaka_(kancolle)
함대 컬렉션,후부키,fubuki_(kancolle)
함대 컬렉션,후소,fusou_(kancolle)
함대 컬렉션,휴가,hyuuga_(kancolle)
함대 컬렉션,히류,hiryuu_(kancolle)
함대 컬렉션,히부키,hibiki_(kancolle)
함대 컬렉션,히에이,hiei_(kancolle)
함대 컬렉션,히요,hiyou_(kancolle)
헌터x헌터,네페르피트,Neferpitou
헌터x헌터,마치 코마치네,Machi_Komacine
헌터x헌터,비스켓 크루거,Biscuit_Krueger
헌터x헌터,시즈크 무라사키,Shizuku_Murasaki
헌터x헌터,파크노다,Pakunoda
헬싱,립 반 윙클,Rip_Van_Winkle
헬싱,세라스 빅토리아,Seras_Victoria
헬싱,잉테그라 헬싱,Wingates_Hellsing
헬싱,타카기 유미에,Yumie_Takagi
호로라이브,가우르 구라,gawr_gura
호로라이브,나나시 무메이,nanashi_mumei
호로라이브,나츠이로 마츠리,natsuiro_matsuri
호로라이브,나키리 아얌메,nakiri_ayame
호로라이브,네코마타 오카유,nekomata_okayu
호로라이브,니노마에 이나니스,ninomae_ina'nis
호로라이브,라플라스 다크니스,laplus_darknesss
호로라이브,로보코 산,roboco_san
호로라이브,리사 마리나,risu_(hololive)
호로라이브,모나 모에나,moona_hoshinova
호로라이브,모리 칼리오페,mori_calliope
호로라이브,모모스즈 네네,momosuzu_nene
호로라이브,모코코,mococo_abyssgard
호로라이브,바엘즈,tsukumo_sana
호로라이브,사카마타 클로에,sakamata_chloe
호로라이브,사쿠라 미코,sakura_miko
호로라이브,세레스 파우나,ceres_fauna
호로라이브,시라누이 플레어,shiranui_flare
호로라이브,시라카미 후부키,shirakami_fubuki
호로라이브,시로가네 노엘,shirogane_noel
호로라이브,시시로 보탄,shishiro_botan
호로라이브,아마네 카나타,amane_kanata
호로라이브,아멜리아 왓슨,watson_amelia
호로라이브,아유나다,ayunda_risu
호로라이브,아유노라이아 멜피사,anya_melfissa
호로라이브,아이라니 이오피프틴,airani_iofifteen
호로라이브,아자키 아이리,azki_(hololive)
호로라이브,아카이 하아토,akai_haato
호로라이브,아쿠아 마린,minato_aqua
호로라이브,오마루 폴카,omaru_polka
호로라이브,오오조라 스바루,oozora_subaru
호로라이브,우루하 루시아,uruha_rushia
호로라이브,우사다 페코라,usada_pekora
호로라이브,유키하나 라미,yukihana_lamy
호로라이브,이누가미 코로네,inugami_korone
호로라이브,이로후스 모나,iofi_(hololive)
호로라이브,이로후이 마노,iofi
호로라이브,츠노마키 와타메,tsunomaki_watame
호로라이브,카자마 이로하,kazama_iroha
호로라이브,코마치 시오,murasaki_shion
호로라이브,쿠레이지 올리,kureiji_ollie
호로라이브,쿠로카미 후미오,kuroakami_fubuki
호로라이브,크로니,ouro_kronii
호로라이브,타카나시 키아라,takanashi_kiara
호로라이브,타카네 루이,takane_lui
호로라이브,토코야미 토와,tokoyami_towa
호로라이브,토키노 소라,tokino_sora
호로라이브,파블린 무흐친키,pavolia_reine
호로라이브,하쿠이 코요리,hakui_koyori
호로라이브,호로,fuwawa_abyssgard
호로라이브,호쇼 마린,houshou_marine
호로라이브,히메모리 루나,himemori_luna
